Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
PATRIOTISME PHYSIOLIGIQUE OU NATUREL, LE - Michel Bakounine.epub;Bakounine, Michel;PATRIOTISME PHYSIOLIGIQUE OU NATUREL, LE;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;PATRIOTISME PHYSIOLIGIQUE OU NATUREL, LE;Bakounine, Michel
Aux pieds de la sirène - Al Frey.epub;Frey, Al;Aux pieds de la sirène;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Aux pieds de la sirène;Frey, Al
Église. Comédie en cinq actes, L' - Louis-Ferdinand Céline.epub;Louis-Ferdinand Céline;Église. Comédie en cinq actes, L';75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Église. Comédie en cinq actes, L';Louis-Ferdinand Céline
Dans la dèche au Royaume Enchanté - Cory Doctorow.epub;Doctorow, Cory;Dans la dèche au Royaume Enchanté;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dans la dèche au Royaume Enchanté;Doctorow, Cory
Gaspar Ruiz (Webster's Italian Thesaurus Edition) - Inc Icon Group International & Joseph Conrad.epub;Inc Icon Group International & Joseph Conrad;Gaspar Ruiz (Webster's Italian Thesaurus Edition);75;PROBABLE;R8: Titre contient '&' entre noms | R10: Mots-clés de titres dans auteur;Gaspar Ruiz (Webster's Italian Thesaurus Edition);Inc Icon Group International & Joseph Conrad
vagabond qui passe sous une ombrelle trouée, Le - Jean d'Ormesson.epub;d'Ormesson, Jean;vagabond qui passe sous une ombrelle trouée, Le;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;vagabond qui passe sous une ombrelle trouée, Le;d'Ormesson, Jean
Et on tuera tous les affreux - Boris Vian.epub;Vian, Boris;Et on tuera tous les affreux;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Et on tuera tous les affreux;Vian, Boris
Paradis éphémères à travers l'Orient - Donald Richie.epub;Richie, Donald;Paradis éphémères à travers l'Orient;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Paradis éphémères à travers l'Orient;Richie, Donald
Fêtes galantes, La Bonne Chanson, précédés des Amies - Paul Verlaine.epub;Verlaine, Paul;Fêtes galantes, La Bonne Chanson, précédés des Amies;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Fêtes galantes, La Bonne Chanson, précédés des Amies;Verlaine, Paul
Ton coeur comme un poing - Sunil Yapa.epub;Yapa, Sunil;Ton coeur comme un poing;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Ton coeur comme un poing;Yapa, Sunil
Cette chose étrange en moi - Orhan Pamuk.epub;Pamuk, Orhan;Cette chose étrange en moi;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Cette chose étrange en moi;Pamuk, Orhan
bourassa_napoleon_-_jacques_et_marie.epub;Jacques et Marie;Bourassa Napoleon;75;PROBABLE;R7: Titre ressemble à un nom complet | R8: Titre contient '&' entre noms;Bourassa Napoleon;Jacques et Marie
W ou Le souvenir d'enfance - Georges Perec.epub;Perec, Georges;W ou Le souvenir d'enfance;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;W ou Le souvenir d'enfance;Perec, Georges
Celui qui dansait sur les tombes - James Patterson.epub;Patterson, James;Celui qui dansait sur les tombes;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Celui qui dansait sur les tombes;Patterson, James
duquet_edouard_-_pierre_et_amelie.epub;Pierre et Amelie;Duquet Edouard;75;PROBABLE;R7: Titre ressemble à un nom complet | R8: Titre contient '&' entre noms;Duquet Edouard;Pierre et Amelie
Buridan, le héros de la tour Nesle - Michel Zévaco.epub;Zévaco, Michel;Buridan, le héros de la tour Nesle;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Buridan, le héros de la tour Nesle;Zévaco, Michel
Melite, ou Les fausses lettres. Piece comique - Pierre Corneille.epub;Corneille, Pierre;Melite, ou Les fausses lettres. Piece comique;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Melite, ou Les fausses lettres. Piece comique;Corneille, Pierre
Lettre à un jeune artiste - Hermann Hesse.epub;Hesse, Hermann;Lettre à un jeune artiste;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Lettre à un jeune artiste;Hesse, Hermann
Amok ou le Fou de Malaisie - Stefan Zweig.epub;Zweig, Stefan;Amok ou le Fou de Malaisie;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Amok ou le Fou de Malaisie;Zweig, Stefan
Lire Aux Cabinets, Precede De Ils Etaient Vivants ET Ils M'Ont Parle - Henry Miller.epub;Miller, Henry;Lire Aux Cabinets, Precede De Ils Etaient Vivants ET Ils M'Ont Parle;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Lire Aux Cabinets, Precede De Ils Etaient Vivants ET Ils M'Ont Parle;Miller, Henry
Kéraban le têtu (Entièrement Illustré) - Jules Verne.epub;Verne, Jules;Kéraban le têtu (Entièrement Illustré);75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Kéraban le têtu (Entièrement Illustré);Verne, Jules
Matricule 1139_ Inédit - Peter Robinson.epub;Peter Robinson;Matricule 1139_ Inédit;75;PROBABLE;R5: Auteur contient des chiffres | R6: Ponctuation inhabituelle dans auteur;Matricule 1139_ Inédit;Peter Robinson
A La Recherche De Caleb - Anne Tyler.epub;Tyler, Anne;A La Recherche De Caleb;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;A La Recherche De Caleb;Tyler, Anne
Jim Morrison et le diable boiteux - Michel Embareck.epub;Embareck, Michel;Jim Morrison et le diable boiteux;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Jim Morrison et le diable boiteux;Embareck, Michel
Gout sucre des Souvenirs, Le - RV.epub;RV;Gout sucre des Souvenirs, Le;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Gout sucre des Souvenirs, Le;RV
Au-delà de cette limite votre ticket n'est plus valable - Romain Gary.epub;Gary, Romain;Au-delà de cette limite votre ticket n'est plus valable;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Au-delà de cette limite votre ticket n'est plus valable;Gary, Romain
Concerto à la mémoire d'un ange - Eric-Emmanuel Schmitt.epub;Schmitt, Eric-Emmanuel;Concerto à la mémoire d'un ange;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Concerto à la mémoire d'un ange;Schmitt, Eric-Emmanuel
Je chante le corps électrique - Ray Bradbury.epub;Bradbury, Ray;Je chante le corps électrique;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Je chante le corps électrique;Bradbury, Ray
Excursions dans la zone intérieure - Paul Auster.epub;Auster, Paul;Excursions dans la zone intérieure;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Excursions dans la zone intérieure;Auster, Paul
Nu dans ton bain face à l'abîme - Lars Iyer.epub;Iyer, Lars;Nu dans ton bain face à l'abîme;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Nu dans ton bain face à l'abîme;Iyer, Lars
A la recherche du temps perdu - Tome I - Du côté de chez Swann - Marcel Proust.epub;Proust, Marcel;Du côté de chez Swann;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Du côté de chez Swann;Proust, Marcel
Dans les forêts de Sibérie - Sylvain Tesson.epub;Tesson, Sylvain;Dans les forêts de Sibérie;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dans les forêts de Sibérie;Tesson, Sylvain
Dans le pire des cas - James Patterson.epub;Patterson, James;Dans le pire des cas;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dans le pire des cas;Patterson, James
PII_ S1287-4620(99)80095-7 - Inconnu(e).epub;Inconnu(e);PII_ S1287-4620(99)80095-7;75;PROBABLE;R5: Auteur contient des chiffres | R6: Ponctuation inhabituelle dans auteur;PII_ S1287-4620(99)80095-7;Inconnu(e)
Cent vues du Mont Fuji - Osamu Dazai.epub;Dazai, Osamu;Cent vues du Mont Fuji;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Cent vues du Mont Fuji;Dazai, Osamu
Américain à la cour du roi Arthur, Un - Mark Twain.epub;Twain, Mark;Américain à la cour du roi Arthur, Un;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Américain à la cour du roi Arthur, Un;Twain, Mark
En pèlerin et en étranger - Marguerite Yourcenar.epub;Yourcenar, Marguerite;En pèlerin et en étranger;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;En pèlerin et en étranger;Yourcenar, Marguerite
GrandCreteil_9 - Inconnu(e).epub;Inconnu(e);GrandCreteil_9;75;PROBABLE;R5: Auteur contient des chiffres | R6: Ponctuation inhabituelle dans auteur;GrandCreteil_9;Inconnu(e)
"Huis clos ; suivi de, Les mouches - Jean-Paul Sartre.epub";Sartre, Jean-Paul;"Huis clos ; suivi de, Les mouches";75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;"Huis clos ; suivi de, Les mouches";Sartre, Jean-Paul
Mon vélo et autres amis - Henry Miller.epub;Miller, Henry;Mon vélo et autres amis;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Mon vélo et autres amis;Miller, Henry
Aide-mémoire du technicien de laboratoire - Yves Secardin.epub;Secardin, Yves;Aide-mémoire du technicien de laboratoire;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Aide-mémoire du technicien de laboratoire;Secardin, Yves
Lumière pâle sur les collines - Kazuo Ishiguro.epub;Ishiguro, Kazuo;Lumière pâle sur les collines;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Lumière pâle sur les collines;Ishiguro, Kazuo
Monsieur Jadis ou l'école du soir - Antoine Blondin.epub;Blondin, Antoine;Monsieur Jadis ou l'école du soir;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Monsieur Jadis ou l'école du soir;Blondin, Antoine
Gloire à nos illustres pionniers - Romain Gary.epub;Gary, Romain;Gloire à nos illustres pionniers;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Gloire à nos illustres pionniers;Gary, Romain
Tous les chats sautent à leur façon - Herta Müller.epub;Müller, Herta;Tous les chats sautent à leur façon;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Tous les chats sautent à leur façon;Müller, Herta
Dieu vous bénisse monsieur Rosewater - Kurt Vonnegut.epub;Vonnegut, Kurt;Dieu vous bénisse monsieur Rosewater;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dieu vous bénisse monsieur Rosewater;Vonnegut, Kurt
Petite Robe De Fête, Une - Christian Bobin.epub;Bobin, Christian;Petite Robe De Fête, Une;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Petite Robe De Fête, Une;Bobin, Christian
Danser au bord de l'abîme - Grégoire Delacourt.epub;Delacourt, Grégoire;Danser au bord de l'abîme;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Danser au bord de l'abîme;Delacourt, Grégoire
Diablogues et autres inventions à deux voix, Les - Roland Dubillard.epub;Roland Dubillard;Diablogues et autres inventions à deux voix, Les;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Diablogues et autres inventions à deux voix, Les;Roland Dubillard
Discours de réception à l’Académie française - Pierre Loti.epub;Loti, Pierre;Discours de réception à l’Académie française;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Discours de réception à l’Académie française;Loti, Pierre
ULI LE VALET DE FERME - Jérémias Gotthelf.epub;Gotthelf, Jérémias;ULI LE VALET DE FERME;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;ULI LE VALET DE FERME;Gotthelf, Jérémias
Elles se rendent pas compte - Boris Vian.epub;Vian, Boris;Elles se rendent pas compte;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Elles se rendent pas compte;Vian, Boris
Jeunesse- Le Coeur des ténèbres - Joseph Conrad.epub;Conrad, Joseph;Jeunesse- Le Coeur des ténèbres;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Jeunesse- Le Coeur des ténèbres;Conrad, Joseph
Pour que tu ne te perdes pas dans le quartier - Patrick Modiano.epub;Modiano, Patrick;Pour que tu ne te perdes pas dans le quartier;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Pour que tu ne te perdes pas dans le quartier;Modiano, Patrick
Il faut tenter de vivre - Eric Faye.epub;Faye, Eric;Il faut tenter de vivre;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Il faut tenter de vivre;Faye, Eric
Dona Flor Et Ses Deux Maris - Jorge Amado.epub;Amado, Jorge;Dona Flor Et Ses Deux Maris;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dona Flor Et Ses Deux Maris;Amado, Jorge
Ida Et Carmelita (Dodo Press) - Hector Malot.epub;Malot, Hector;Ida Et Carmelita (Dodo Press);75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Ida Et Carmelita (Dodo Press);Malot, Hector
Barrage contre le Pacifique, Un - Marguerite Duras.epub;Duras, Marguerite;Barrage contre le Pacifique, Un;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Barrage contre le Pacifique, Un;Duras, Marguerite
Sous les serpents du ciel (TP) - Emmanuel Ruben.epub;Ruben, Emmanuel;Sous les serpents du ciel (TP);75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Sous les serpents du ciel (TP);Ruben, Emmanuel
Caractère donné en gage, Le - Cech.epub;Cech;Caractère donné en gage, Le;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Caractère donné en gage, Le;Cech
Bouvard et Pécuchet (Fiche de lecture) - Gustave Flaubert.epub;Flaubert, Gustave;Bouvard et Pécuchet (Fiche de lecture);75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Bouvard et Pécuchet (Fiche de lecture);Flaubert, Gustave
Desirée Fe ou L'innocente pornographe - Zoé Valdés.epub;Valdés, Zoé;Desirée Fe ou L'innocente pornographe;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Desirée Fe ou L'innocente pornographe;Valdés, Zoé
Petit traité de toutes vérités sur l'existence - Fred Vargas.epub;Vargas, Fred;Petit traité de toutes vérités sur l'existence;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Petit traité de toutes vérités sur l'existence;Vargas, Fred
Danse dans la poussière rouge - Murong Xuecun.epub;Xuecun, Murong;Danse dans la poussière rouge;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Danse dans la poussière rouge;Xuecun, Murong
Nos ancêtres les Gaulois et autres fadaises - François Reynaert.epub;Reynaert, François;Nos ancêtres les Gaulois et autres fadaises;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Nos ancêtres les Gaulois et autres fadaises;Reynaert, François
Fatwas de Charb, tome II, Les - Charb.epub;Charb;Fatwas de Charb, tome II, Les;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Fatwas de Charb, tome II, Les;Charb
CHASSEUR DE RATS - LES RÉVOLTÉS ou L’ŒIL GRIS, LE - Gustave Aimard.epub;Aimard, Gustave;LES RÉVOLTÉS ou L’ŒIL GRIS, LE;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;LES RÉVOLTÉS ou L’ŒIL GRIS, LE;Aimard, Gustave
Encore un peu de verdure - Moore Ward.epub;Ward, Moore;Encore un peu de verdure;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Encore un peu de verdure;Ward, Moore
Huit Millions De Façons De Mourrir - Block Lawrence.epub;Lawrence, Block;Huit Millions De Façons De Mourrir;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Huit Millions De Façons De Mourrir;Lawrence, Block
Dans l'ombre de la reine - Fiona Buckley.epub;Buckley, Fiona;Dans l'ombre de la reine;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dans l'ombre de la reine;Buckley, Fiona
Harry Potter - T05 - Harry Potter et l'Ordre du Phénix - J.K. Rowling.epub;Rowling, J.K.;Harry Potter et l'Ordre du Phénix;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Harry Potter et l'Ordre du Phénix;Rowling, J.K.
"Pucelle D'Orléans, Poéme Héroï-Comique en Dix-Hdon À M De Voltaire; Et D'Un Jug, La - Voltaire.epub";Voltaire;"Pucelle D'Orléans, Poéme Héroï-Comique en Dix-Hdon À M De Voltaire; Et D'Un Jug, La";75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;"Pucelle D'Orléans, Poéme Héroï-Comique en Dix-Hdon À M De Voltaire; Et D'Un Jug, La";Voltaire
Je vais bien, ne t'en fais pas - Olivier Adam.epub;Adam, Olivier;Je vais bien, ne t'en fais pas;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Je vais bien, ne t'en fais pas;Adam, Olivier
Tous les démons sont ici - Craig Johnson.epub;Johnson, Craig;Tous les démons sont ici;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Tous les démons sont ici;Johnson, Craig
Victor Hugo, Le Roi S'amuse - Tony Harrison.epub;Harrison, Tony;Victor Hugo, Le Roi S'amuse;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Victor Hugo, Le Roi S'amuse;Harrison, Tony
Il a jamis tué personne, mon papa - Jean-Louis Fournier.epub;Fournier, Jean-Louis;Il a jamis tué personne, mon papa;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Il a jamis tué personne, mon papa;Fournier, Jean-Louis
Espion X. 323 - Volume III - Du sang sur le Nil, L' - Paul d’Ivoi.epub;d’Ivoi, Paul;Du sang sur le Nil, L';75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Du sang sur le Nil, L';d’Ivoi, Paul
Au clair de la lune - Christophe Donner.epub;Donner, Christophe;Au clair de la lune;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Au clair de la lune;Donner, Christophe
Généraux et le moujik, Les - Saltykov-Chtchedrine.epub;Saltykov-Chtchedrine;Généraux et le moujik, Les;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Généraux et le moujik, Les;Saltykov-Chtchedrine
Jonas ou l'artiste au travail - Albert Camus.epub;Camus, Albert;Jonas ou l'artiste au travail;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Jonas ou l'artiste au travail;Camus, Albert
Lumières de Cape Cod, Les - Beatriz WILLIAMS.epub;WILLIAMS, Beatriz;Lumières de Cape Cod, Les;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Lumières de Cape Cod, Les;WILLIAMS, Beatriz
Dictionnaire de l'argot des typographes précédaphiques célèbres ou curieuses - Eugène Boutmy.epub;Boutmy, Eugène;Dictionnaire de l'argot des typographes précédaphiques célèbres ou curieuses;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Dictionnaire de l'argot des typographes précédaphiques célèbres ou curieuses;Boutmy, Eugène
Notre-Dame de Paris - Victor Hugo & Fichebook.epub;Victor Hugo & Fichebook;Notre-Dame de Paris;75;PROBABLE;R7: Titre ressemble à un nom complet | R8: Titre contient '&' entre noms;Notre-Dame de Paris;Victor Hugo & Fichebook
ROBINSON DE LA TÈNE, LE - Louis Favre.epub;Favre, Louis;ROBINSON DE LA TÈNE, LE;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;ROBINSON DE LA TÈNE, LE;Favre, Louis
Sur le besoin métaphysique de l'humanité - Arthur Schopenhauer.epub;Schopenhauer, Arthur;Sur le besoin métaphysique de l'humanité;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Sur le besoin métaphysique de l'humanité;Schopenhauer, Arthur
Considerations sur l'art du théatre - Jean-Jacques Rousseau.epub;Rousseau, Jean-Jacques;Considerations sur l'art du théatre;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Considerations sur l'art du théatre;Rousseau, Jean-Jacques
Au sud de la frontière, à l'ouest du soleil - Haruki Murakami.epub;Murakami, Haruki;Au sud de la frontière, à l'ouest du soleil;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Au sud de la frontière, à l'ouest du soleil;Murakami, Haruki
Jeunes filles en serre chaude - Jeanne Galzy.epub;Galzy, Jeanne;Jeunes filles en serre chaude;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Jeunes filles en serre chaude;Galzy, Jeanne
Pas de pitié pour Martin - Karin Slaughter.epub;Slaughter, Karin;Pas de pitié pour Martin;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Pas de pitié pour Martin;Slaughter, Karin
Fleur et la souris, La - Rene Fallet.epub;Rene Fallet;Fleur et la souris, La;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Fleur et la souris, La;Rene Fallet
Sagesse dans le sang, La - Flannery O'Connor.epub;O'Connor, Flannery;Sagesse dans le sang, La;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Sagesse dans le sang, La;O'Connor, Flannery
Lettres sur la botanique [à Mme Delessert], ence, par L. Girault - Jean-Jacques Rousseau.epub;Rousseau, Jean-Jacques;Lettres sur la botanique [à Mme Delessert], ence, par L. Girault;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Lettres sur la botanique [à Mme Delessert], ence, par L. Girault;Rousseau, Jean-Jacques
Ceux qui vont mourir te saluent - Fred Vargas.epub;Vargas, Fred;Ceux qui vont mourir te saluent;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Ceux qui vont mourir te saluent;Vargas, Fred
Personne n’a peur des gens qui sourient - Véronique Ovaldé.epub;Ovaldé, Véronique;Personne n’a peur des gens qui sourient;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Personne n’a peur des gens qui sourient;Ovaldé, Véronique
Lettres à un ami allemand - Albert Camus.epub;Camus, Albert;Lettres à un ami allemand;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Lettres à un ami allemand;Camus, Albert
Rouge et le Noir, Le - Stendhal.epub;Stendhal;Rouge et le Noir, Le;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Rouge et le Noir, Le;Stendhal
Fondements de la métaphysique des moeurs - Emmanuel Kant.epub;Kant, Emmanuel;Fondements de la métaphysique des moeurs;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Fondements de la métaphysique des moeurs;Kant, Emmanuel
Elle marchait sur un fil - Philippe Delerm.epub;Delerm, Philippe;Elle marchait sur un fil;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Elle marchait sur un fil;Delerm, Philippe
Asmara et les causes perdues - Jean-Christophe Rufin.epub;Rufin, Jean-Christophe;Asmara et les causes perdues;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Asmara et les causes perdues;Rufin, Jean-Christophe
Deuxième chronique du règne de Nicolas Ier - Patrick Rambaud.epub;Rambaud, Patrick;Deuxième chronique du règne de Nicolas Ier;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Deuxième chronique du règne de Nicolas Ier;Rambaud, Patrick
Baleines se baignent nues, Les - Eric Gethers.epub;Eric Gethers;Baleines se baignent nues, Les;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Baleines se baignent nues, Les;Eric Gethers
MARQUE DE LA GRENOUILLE, LA - Edgar Wallace.epub;Wallace, Edgar;MARQUE DE LA GRENOUILLE, LA;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;MARQUE DE LA GRENOUILLE, LA;Wallace, Edgar
Sous le ciel de l'Altaï - Juan Li.epub;Li, Juan;Sous le ciel de l'Altaï;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Sous le ciel de l'Altaï;Li, Juan
Modèle epub 15_12_2013 - Régis Jauffret.epub;Régis Jauffret;Modèle epub 15_12_2013;75;PROBABLE;R5: Auteur contient des chiffres | R6: Ponctuation inhabituelle dans auteur;Modèle epub 15_12_2013;Régis Jauffret
Je ne suis pas une garce - Liu Zhenyun.epub;Zhenyun, Liu;Je ne suis pas une garce;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Je ne suis pas une garce;Zhenyun, Liu
Sur le bord de la rivière Piedra je me suis assise et j'ai pleuré - Paulo Coelho.epub;Coelho, Paulo;Sur le bord de la rivière Piedra je me suis assise et j'ai pleuré;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Sur le bord de la rivière Piedra je me suis assise et j'ai pleuré;Coelho, Paulo
Mémoire et rapport sur Victor de l'Aveyron - Jean Itard.epub;Itard, Jean;Mémoire et rapport sur Victor de l'Aveyron;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Mémoire et rapport sur Victor de l'Aveyron;Itard, Jean
Réel. Traité de l'idiotie, Le - Clément Rosset.epub;Clément Rosset;Réel. Traité de l'idiotie, Le;75;PROBABLE;R3: Auteur se termine par article défini | R9: Titre court et auteur long;Réel. Traité de l'idiotie, Le;Clément Rosset
Figures et choses qui passaient - Pierre Loti.epub;Loti, Pierre;Figures et choses qui passaient;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Figures et choses qui passaient;Loti, Pierre
Jeunesse suivi du Cœur des ténèbres - Joseph Conrad.epub;Conrad, Joseph;Jeunesse suivi du Cœur des ténèbres;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;Jeunesse suivi du Cœur des ténèbres;Conrad, Joseph
À la fin le silence - Laurence Tardieu.epub;Tardieu, Laurence;À la fin le silence;75;PROBABLE;R1: Format 'Nom, Prénom' dans titre | R9: Titre court et auteur long;À la fin le silence;Tardieu, Laurence
