Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Heureuse ou presque - Isabelle Lortholary.epub;Lortholary, Isabelle;Heureuse ou presque;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Heureuse ou presque;Lortholary, Isabelle
Pike - Benjamin Whitmer.epub;Whitmer, Benjamin;Pike;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pike;Whitmer, Benjamin
Métropolice - Didier Daeninckx.epub;Daeninckx, Didier;Métropolice;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Métropolice;Daeninckx, Didier
Léonard et Gertrude - John Heinrich Pestalozzi.epub;Pestalozzi, John Heinrich;Léonard et Gertrude;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Léonard et Gertrude;Pestalozzi, John Heinrich
Virage à quatre-vingts - Henry Miller.epub;Miller, Henry;Virage à quatre-vingts;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Virage à quatre-vingts;Miller, Henry
Zoulheikha ouvre les yeux - Gouzel Iakhina.epub;Iakhina, Gouzel;Zoulheikha ouvre les yeux;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Zoulheikha ouvre les yeux;Iakhina, Gouzel
The Girls - Emma Cline.epub;Cline, Emma;The Girls;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;The Girls;Cline, Emma
Croisade sans croix - Arthur Koestler.epub;Koestler, Arthur;Croisade sans croix;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Croisade sans croix;Koestler, Arthur
Baiser féroce - Roberto Saviano.epub;Saviano, Roberto;Baiser féroce;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Baiser féroce;Saviano, Roberto
EN CORPS INCONNU - GALVAN Béatrice.epub;Béatrice, GALVAN;EN CORPS INCONNU;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;EN CORPS INCONNU;Béatrice, GALVAN
Blosse, La Tentation de l'aventure - Werner Renfer.epub;Blosse, La Tentation de l'aventure;Renfer, Werner;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Renfer, Werner;Blosse, La Tentation de l'aventure
Sailor et Lula - Barry Gifford.epub;Gifford, Barry;Sailor et Lula;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sailor et Lula;Gifford, Barry
Quartier général du bruit - Christophe Bataille.epub;Bataille, Christophe;Quartier général du bruit;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Quartier général du bruit;Bataille, Christophe
À coups de pelle - Cynan Jones.epub;Jones, Cynan;À coups de pelle;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;À coups de pelle;Jones, Cynan
C'Est Egal - Agota Kristof.epub;Kristof, Agota;C'Est Egal;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;C'Est Egal;Kristof, Agota
Mornes saisons - Haruo Satô.epub;Satô, Haruo;Mornes saisons;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mornes saisons;Satô, Haruo
Corrosion - Jon Bassoff.epub;Bassoff, Jon;Corrosion;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Corrosion;Bassoff, Jon
rosier de Mme Husson, Le - Guy de Maupassant.epub;de Maupassant, Guy;rosier de Mme Husson, Le;50;PROBABLE;R3: Auteur se termine par article défini;rosier de Mme Husson, Le;de Maupassant, Guy
été, Un - Vincent Almendros.epub;été, Un;Almendros, Vincent;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Almendros, Vincent;été, Un
Azteca - Gary Jennings.epub;Jennings, Gary;Azteca;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Azteca;Jennings, Gary
Adieu sans fin - Wolfgang Hermann.epub;Hermann, Wolfgang;Adieu sans fin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Adieu sans fin;Hermann, Wolfgang
Thérèse Raquin - Emile Zola.epub;Zola, Emile;Thérèse Raquin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Thérèse Raquin;Zola, Emile
2012 - La vérité sur l'affaire Harry Quebert (Goncourt des lycéens) - Prix Goncourt.epub;La Bayadère aux doigts meurtris ou le prochain prix Goncourt;Gautraie, La;50;PROBABLE;R3: Auteur se termine par article défini;Gautraie, La;La Bayadère aux doigts meurtris ou le prochain prix Goncourt
Cirque passe, Un - Patrick Modiano.epub;Modiano, Patrick;Cirque passe, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cirque passe, Un;Modiano, Patrick
Methode de Musculation - Optimisation Turbo.epub;Turbo, Optimisation;Methode de Musculation;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Methode de Musculation;Turbo, Optimisation
Phobies - Judith Kelman.epub;Kelman, Judith;Phobies;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Phobies;Kelman, Judith
En sifflotant - Shûsaku Endô.epub;Endô, Shûsaku;En sifflotant;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;En sifflotant;Endô, Shûsaku
Made in Trenton - Tadzio Koelb.epub;Koelb, Tadzio;Made in Trenton;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Made in Trenton;Koelb, Tadzio
Succession, La - Dubois,Jean-Paul.epub;Succession, La;Dubois,Jean-Paul;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Dubois,Jean-Paul;Succession, La
Celle que vous croyez - Camille Laurens.epub;Laurens, Camille;Celle que vous croyez;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Celle que vous croyez;Laurens, Camille
Nom de torero, Un - Luis Sepúlveda.epub;Sepúlveda, Luis;Nom de torero, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nom de torero, Un;Sepúlveda, Luis
Tokyo Express - Seichô Matsumoto.epub;Matsumoto, Seichô;Tokyo Express;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tokyo Express;Matsumoto, Seichô
Makhno et sa juive - Joseph Kessel.epub;Kessel, Joseph;Makhno et sa juive;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Makhno et sa juive;Kessel, Joseph
Gens extraordinaires, Des - Joanna Russ.epub;Russ, Joanna;Gens extraordinaires, Des;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gens extraordinaires, Des;Russ, Joanna
Coulez mes larmes, dit le policier - Philip K. Dick.epub;Dick, Philip K.;Coulez mes larmes, dit le policier;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Coulez mes larmes, dit le policier;Dick, Philip K.
Fenêtres de Manhattan - Antonio Muñoz Molina.epub;Molina, Antonio Muñoz;Fenêtres de Manhattan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fenêtres de Manhattan;Molina, Antonio Muñoz
Je suis une légende - Richard Matheson.epub;Matheson, Richard;Je suis une légende;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Je suis une légende;Matheson, Richard
Voix Du Violon, La - Andrea Camilleri.epub;Andrea Camilleri;Voix Du Violon, La;50;PROBABLE;R3: Auteur se termine par article défini;Voix Du Violon, La;Andrea Camilleri
Mourir est un enchantement - Yasmine Chami.epub;Chami, Yasmine;Mourir est un enchantement;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mourir est un enchantement;Chami, Yasmine
Américain bien tranquille, Un - Graham Greene.epub;Greene, Graham;Américain bien tranquille, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Américain bien tranquille, Un;Greene, Graham
Derniers récits - Oscar Huguenin.epub;Huguenin, Oscar;Derniers récits;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Derniers récits;Huguenin, Oscar
Récif, Le - Bosco, Henri.epub;Récif, Le;Bosco, Henri;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bosco, Henri;Récif, Le
Goupil à Margot, De - Louis Pergaud.epub;Pergaud, Louis;Goupil à Margot, De;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Goupil à Margot, De;Pergaud, Louis
Il Cobra - Frederick Forsyth.epub;Forsyth, Frederick;Il Cobra;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Il Cobra;Forsyth, Frederick
Polémiques - Benoît Duteurtre.epub;Duteurtre, Benoît;Polémiques;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Polémiques;Duteurtre, Benoît
Providence - Valérie Tong Cuong.epub;Cuong, Valérie Tong;Providence;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Providence;Cuong, Valérie Tong
Fantastique Maître Renard - Roald Dahl.epub;Dahl, Roald;Fantastique Maître Renard;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fantastique Maître Renard;Dahl, Roald
Ballade pour Leroy - Willy Vlautin.epub;Vlautin, Willy;Ballade pour Leroy;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ballade pour Leroy;Vlautin, Willy
Chez les anges - Marian Keyes.epub;Keyes, Marian;Chez les anges;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Chez les anges;Keyes, Marian
Tort Du Soldat, Le - Erri de Luca.epub;de Luca, Erri;Tort Du Soldat, Le;50;PROBABLE;R3: Auteur se termine par article défini;Tort Du Soldat, Le;de Luca, Erri
The Nun - René Bazin.epub;Bazin, René;The Nun;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;The Nun;Bazin, René
Capitaine Conan - Roger Vercel.epub;Vercel, Roger;Capitaine Conan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Capitaine Conan;Vercel, Roger
Sous-marin « JULES-VERNE », Le - Gustave Le Rouge.epub;Le Rouge, Gustave;Sous-marin « JULES-VERNE », Le;50;PROBABLE;R3: Auteur se termine par article défini;Sous-marin « JULES-VERNE », Le;Le Rouge, Gustave
Extrême urgence - Michael Crichton.epub;Crichton, Michael;Extrême urgence;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Extrême urgence;Crichton, Michael
Baby Jane - Sofi Oksanen.epub;Oksanen, Sofi;Baby Jane;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Baby Jane;Oksanen, Sofi
Père et fils - Larry Brown.epub;Brown, Larry;Père et fils;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Père et fils;Brown, Larry
Mascarade - Ray Celestin.epub;Celestin, Ray;Mascarade;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mascarade;Celestin, Ray
Motel blues - Bill Bryson.epub;Bryson, Bill;Motel blues;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Motel blues;Bryson, Bill
Sand,George [-57a] Consuelo - Tome 1 (1843) french.zzz.epub;Consuelo, Tome I (Dodo Press);Sand, George;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sand, George;Consuelo, Tome I (Dodo Press)
Zombi - Joyce Carol Oates.epub;Oates, Joyce Carol;Zombi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Zombi;Oates, Joyce Carol
Baise-moi - Virginie Despentes.epub;Despentes, Virginie;Baise-moi;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Baise-moi;Despentes, Virginie
Barrage sur le Nil - Christian Jacq.epub;Jacq, Christian;Barrage sur le Nil;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Barrage sur le Nil;Jacq, Christian
Mademoiselle de la Ferté - Pierre Benoit.epub;Benoit, Pierre;Mademoiselle de la Ferté;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mademoiselle de la Ferté;Benoit, Pierre
évangile de Jimmy, L' - Didier van Cauwelaert.epub;van Cauwelaert, Didier;évangile de Jimmy, L';50;PROBABLE;R3: Auteur se termine par article défini;évangile de Jimmy, L';van Cauwelaert, Didier
Bagages perdus - Jordi Punti.epub;Punti, Jordi;Bagages perdus;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bagages perdus;Punti, Jordi
Sous Vide, Le - Inconnu(e).epub;Inconnu(e);Sous Vide, Le;50;PROBABLE;R3: Auteur se termine par article défini;Sous Vide, Le;Inconnu(e)
Mr Vertigo - Paul Auster.epub;Auster, Paul;Mr Vertigo;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mr Vertigo;Auster, Paul
C'était bien - Jean D' Ormesson.epub;Ormesson, Jean D';C'était bien;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;C'était bien;Ormesson, Jean D'
Paradis sur mesure - Bernard Werber.epub;Werber, Bernard;Paradis sur mesure;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Paradis sur mesure;Werber, Bernard
Décombres Flamboyants - Tom Lanoye.epub;Lanoye, Tom;Décombres Flamboyants;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Décombres Flamboyants;Lanoye, Tom
Corbehaut - Félix Vallotton.epub;Vallotton, Félix;Corbehaut;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Corbehaut;Vallotton, Félix
Cry Father - Benjamin Whitmer.epub;Whitmer, Benjamin;Cry Father;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cry Father;Whitmer, Benjamin
Quartier perdu - Patrick Modiano.epub;Modiano, Patrick;Quartier perdu;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Quartier perdu;Modiano, Patrick
Sarah Thornhill - Kate Grenville.epub;Grenville, Kate;Sarah Thornhill;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sarah Thornhill;Grenville, Kate
Grande Ceinture, La - Rene Fallet.epub;Rene Fallet;Grande Ceinture, La;50;PROBABLE;R3: Auteur se termine par article défini;Grande Ceinture, La;Rene Fallet
Irma Gilquin - Charles Barbara.epub;Barbara, Charles;Irma Gilquin;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Irma Gilquin;Barbara, Charles
Frères sorcières - Antoine Volodine.epub;Volodine, Antoine;Frères sorcières;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Frères sorcières;Volodine, Antoine
Arrête avec tes mensonges - Philippe Besson.epub;Besson, Philippe;Arrête avec tes mensonges;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Arrête avec tes mensonges;Besson, Philippe
message, Le - Honoré de Balzac.epub;de Balzac, Honoré;message, Le;50;PROBABLE;R3: Auteur se termine par article défini;message, Le;de Balzac, Honoré
Leçons de conduite - Anne Tyler.epub;Tyler, Anne;Leçons de conduite;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Leçons de conduite;Tyler, Anne
Satan à Goray - Isaac Bashevis Singer.epub;Singer, Isaac Bashevis;Satan à Goray;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Satan à Goray;Singer, Isaac Bashevis
Vengeance Anglaise, Une - Pierre Zaccone.epub;Zaccone, Pierre;Vengeance Anglaise, Une;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Vengeance Anglaise, Une;Zaccone, Pierre
Et puis - Sôseki Natsume.epub;Natsume, Sôseki;Et puis;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Et puis;Natsume, Sôseki
Danse avec les truites - John Gierach.epub;Gierach, John;Danse avec les truites;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Danse avec les truites;Gierach, John
Incurables, Les - Bassoff,Jon.epub;Incurables, Les;Bassoff,Jon;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Bassoff,Jon;Incurables, Les
Homme sans bras, L' - Paul Féval (père).epub;(père), Paul Féval;Homme sans bras, L';50;PROBABLE;R3: Auteur se termine par article défini;Homme sans bras, L';(père), Paul Féval
Vivre vite - Philippe Besson.epub;Besson, Philippe;Vivre vite;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Vivre vite;Besson, Philippe
Invitations Au Supplice - Vladimir Nabokov.epub;Nabokov, Vladimir;Invitations Au Supplice;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Invitations Au Supplice;Nabokov, Vladimir
Collector - Olivier Bonnard.epub;Bonnard, Olivier;Collector;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Collector;Bonnard, Olivier
Molosses - Craig Johnson.epub;Johnson, Craig;Molosses;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Molosses;Johnson, Craig
Gilles-Éric SÉRALINI - Gilles-Eric Séralini.epub;Séralini, Gilles-Eric;Gilles-Éric SÉRALINI;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Gilles-Éric SÉRALINI;Séralini, Gilles-Eric
Corsaire triplex - Paul D' Ivoi.epub;Ivoi, Paul D';Corsaire triplex;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Corsaire triplex;Ivoi, Paul D'
Lettres à Emil - Henry Miller.epub;Miller, Henry;Lettres à Emil;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Lettres à Emil;Miller, Henry
Pot-Bouille - Emile Zola.epub;Zola, Emile;Pot-Bouille;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pot-Bouille;Zola, Emile
Niétotchka Nezvanova - Fédor Mikhaïlovitch Dostoïevski.epub;Dostoïevski, Fédor Mikhaïlovitch;Niétotchka Nezvanova;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Niétotchka Nezvanova;Dostoïevski, Fédor Mikhaïlovitch
Passage De Milan - Michel Butor.epub;Butor, Michel;Passage De Milan;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Passage De Milan;Butor, Michel
Deux soeurs - David Foenkinos.epub;Foenkinos, David;Deux soeurs;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Deux soeurs;Foenkinos, David
Kyôto - Yasunari Kawabata.epub;Kawabata, Yasunari;Kyôto;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Kyôto;Kawabata, Yasunari
Pourfendeur de nuages - Russel Banks.epub;Banks, Russel;Pourfendeur de nuages;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Pourfendeur de nuages;Banks, Russel
Symphonie Pastorale, La - Andre Gide.epub;Andre Gide;Symphonie Pastorale, La;50;PROBABLE;R3: Auteur se termine par article défini;Symphonie Pastorale, La;Andre Gide
Fief - David Lopez.epub;Lopez, David;Fief;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fief;Lopez, David
Schpountz, Le - MARCEL PAGNOL.epub;PAGNOL, MARCEL;Schpountz, Le;50;PROBABLE;R3: Auteur se termine par article défini;Schpountz, Le;PAGNOL, MARCEL
Quelqu'un en vue - Inès Benaroya.epub;Benaroya, Inès;Quelqu'un en vue;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Quelqu'un en vue;Benaroya, Inès
Classe tous risques - José Giovanni.epub;Giovanni, José;Classe tous risques;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Classe tous risques;Giovanni, José
King Kong théorie - Virginie Despentes.epub;Despentes, Virginie;King Kong théorie;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;King Kong théorie;Despentes, Virginie
MISO SOUP - Ryu Murakami.epub;Murakami, Ryu;MISO SOUP;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;MISO SOUP;Murakami, Ryu
Sociologie de la mondialisation - Romain Lecler.epub;Lecler, Romain;Sociologie de la mondialisation;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sociologie de la mondialisation;Lecler, Romain
Congo - Michael Crichton.epub;Crichton, Michael;Congo;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Congo;Crichton, Michael
Tea-Bag - Henning Mankell.epub;Mankell, Henning;Tea-Bag;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tea-Bag;Mankell, Henning
Tous les noms - José Saramago.epub;Saramago, José;Tous les noms;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tous les noms;Saramago, José
Soleil couchant - Osamu Dazai.epub;Dazai, Osamu;Soleil couchant;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Soleil couchant;Dazai, Osamu
Sociologie de la mode - Monneyron Frédérix.epub;Frédérix, Monneyron;Sociologie de la mode;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Sociologie de la mode;Frédérix, Monneyron
Paris blues - Maurice Attia.epub;Attia, Maurice;Paris blues;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Paris blues;Attia, Maurice
Perturbation - Thomas Bernhard.epub;Bernhard, Thomas;Perturbation;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Perturbation;Bernhard, Thomas
Tamango - Prosper Mérimée.epub;Mérimée, Prosper;Tamango;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Tamango;Mérimée, Prosper
Si nous vivions dans un endroit normal - Juan Pablo Villalobos.epub;Villalobos, Juan Pablo;Si nous vivions dans un endroit normal;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Si nous vivions dans un endroit normal;Villalobos, Juan Pablo
Brida - Paulo Coelho.epub;Coelho, Paulo;Brida;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Brida;Coelho, Paulo
Princesse de Clèves, La - Madame de la Fayette.epub;Madame de la Fayette;Princesse de Clèves, La;50;PROBABLE;R3: Auteur se termine par article défini;Princesse de Clèves, La;Madame de la Fayette
Cahier kangourou - Kôbô Abé.epub;Abé, Kôbô;Cahier kangourou;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Cahier kangourou;Abé, Kôbô
Bienheureux, Les - Kristine BILKAU.epub;BILKAU, Kristine;Bienheureux, Les;50;PROBABLE;R3: Auteur se termine par article défini;Bienheureux, Les;BILKAU, Kristine
Rêve, Un - Ivan Sergeyevich Turgenev.epub;Turgenev, Ivan Sergeyevich;Rêve, Un;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rêve, Un;Turgenev, Ivan Sergeyevich
Afriques des métamorphoses - Pierre Graziani.epub;Graziani, Pierre;Afriques des métamorphoses;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Afriques des métamorphoses;Graziani, Pierre
Maria - François Cavanna.epub;Cavanna, François;Maria;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Maria;Cavanna, François
Envoyée spéciale - Jean Echenoz.epub;Echenoz, Jean;Envoyée spéciale;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Envoyée spéciale;Echenoz, Jean
Ecrits de jeunesse - Walt Whitman.epub;Whitman, Walt;Ecrits de jeunesse;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ecrits de jeunesse;Whitman, Walt
A la recherche du temps perdu - Tome VI - Albertine disparue - Marcel Proust.epub;Proust, Marcel;Albertine disparue;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Albertine disparue;Proust, Marcel
Katiba - Jean-Christophe Rufin.epub;Rufin, Jean-Christophe;Katiba;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Katiba;Rufin, Jean-Christophe
Chevalier Ténèbre, Le - Paul Féval (père).epub;(père), Paul Féval;Chevalier Ténèbre, Le;50;PROBABLE;R3: Auteur se termine par article défini;Chevalier Ténèbre, Le;(père), Paul Féval
Confessions d'un chasseur d'opium - Nick Tosches.epub;Tosches, Nick;Confessions d'un chasseur d'opium;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Confessions d'un chasseur d'opium;Tosches, Nick
Animal du coeur - Herta Müller.epub;Müller, Herta;Animal du coeur;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Animal du coeur;Müller, Herta
Confessions - Jean-Jacques Rousseau, Les - Biographies.epub;Biographies;Jean-Jacques Rousseau, Les;50;PROBABLE;R3: Auteur se termine par article défini;Jean-Jacques Rousseau, Les;Biographies
Philosophie de l’ameublement - Edgar Allan Poe.epub;Poe, Edgar Allan;Philosophie de l’ameublement;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Philosophie de l’ameublement;Poe, Edgar Allan
Passion simple - Ernaux Annie.epub;Annie, Ernaux;Passion simple;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Passion simple;Annie, Ernaux
Mademoiselle Annette - Édouard Rod.epub;Rod, Édouard;Mademoiselle Annette;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Mademoiselle Annette;Rod, Édouard
Douleurs exquises - Endô Shûsaku.epub;Shûsaku, Endô;Douleurs exquises;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Douleurs exquises;Shûsaku, Endô
Notre Quelque Part - Nii Ayikwei Parkes.epub;Parkes, Nii Ayikwei;Notre Quelque Part;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Notre Quelque Part;Parkes, Nii Ayikwei
Soudain, seuls - Isabelle Autissier.epub;Autissier, Isabelle;Soudain, seuls;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Soudain, seuls;Autissier, Isabelle
[infokiosques.net] - Énergie et équité - Ivan Illich.epub;Illich, Ivan;Énergie et équité;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Énergie et équité;Illich, Ivan
Seul dans le noir - Paul Auster.epub;Auster, Paul;Seul dans le noir;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Seul dans le noir;Auster, Paul
Monstre aime - Javier Tomeo.epub;Tomeo, Javier;Monstre aime;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Monstre aime;Tomeo, Javier
Cantilènes en gelée - Barnum's Digest - Vingt sique - Textes sur la littérature - Boris Vian.epub;Vian, Boris;Textes sur la littérature;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Textes sur la littérature;Vian, Boris
Message du pendu, Le - Pieter Aspe.epub;Pieter Aspe;Message du pendu, Le;50;PROBABLE;R3: Auteur se termine par article défini;Message du pendu, Le;Pieter Aspe
Jambes de cheval - Ryûnosuke Akutagawa.epub;Akutagawa, Ryûnosuke;Jambes de cheval;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Jambes de cheval;Akutagawa, Ryûnosuke
Nager dans les étoiles - Kanishk Tharoor.epub;Tharoor, Kanishk;Nager dans les étoiles;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Nager dans les étoiles;Tharoor, Kanishk
Vents de Carême - Leonardo Padura Fuentes.epub;Fuentes, Leonardo Padura;Vents de Carême;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Vents de Carême;Fuentes, Leonardo Padura
Héritier, L' - Joost De Vries.epub;De Vries, Joost;Héritier, L';50;PROBABLE;R3: Auteur se termine par article défini;Héritier, L';De Vries, Joost
Ubik - Philip K. Dick.epub;Dick, Philip K.;Ubik;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Ubik;Dick, Philip K.
Lune de miel - James Patterson.epub;Patterson, James;Lune de miel;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Lune de miel;Patterson, James
sicilien, Le - Le sicilien (1986).epub;sicilien, Le;sicilien, Le;50;PROBABLE;R3: Auteur se termine par article défini;sicilien, Le;sicilien, Le
Samarcande - Amin Maalouf.epub;Maalouf, Amin;Samarcande;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Samarcande;Maalouf, Amin
Fortitude - Larry Collins.epub;Collins, Larry;Fortitude;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Fortitude;Collins, Larry
Birdman - Mo Hayder.epub;Hayder, Mo;Birdman;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Birdman;Hayder, Mo
Danse, danse, danse - Haruki Murakami.epub;Murakami, Haruki;Danse, danse, danse;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Danse, danse, danse;Murakami, Haruki
Marilyn, dernières séances - Michel Schneider.epub;Schneider, Michel;Marilyn, dernières séances;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Marilyn, dernières séances;Schneider, Michel
Rome - Emile Zola.epub;Zola, Emile;Rome;50;PROBABLE;R1: Format 'Nom, Prénom' dans titre;Rome;Zola, Emile
