Fichier;Titre_actuel;Auteur_actuel;Score;Confiance;Règles;Titre_corrigé;Auteur_corrigé
Harry Potter - T03 - Harry Potter et le Prisonnier d'Azkaban - J.K. Rowling.epub;Rowling, J.K.;Harry Potter et le Prisonnier d'Azkaban;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Rowling' dans TITRE;Harry Potter et le Prisonnier d'Azkaban;Rowling, J.K.
Avec joie et docilité - Johanna Sinisalo.epub;Sinisalo, Johanna;Avec joie et docilité;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Avec joie et docilité;Sinisalo, Johanna
Sanson,Henri [] Mémoires de 7 générations d'exécuteurs, 1688-1847 - Tome 3 (1862) french.zzz.epub;Sanson,Henri;Mémoires de 7 générations d'exécuteurs, 1688-1847 - Tome 3;140;CERTAIN;Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Sanson' dans TITRE;Mémoires de 7 générations d'exécuteurs, 1688-1847 - Tome 3;Sanson,Henri
Idiot de la famille (Tome 3) - Gustave Flaubert de 1821 à 1857, L' - Jean-Paul Sartre.epub;Sartre, Jean-Paul;Gustave Flaubert de 1821 à 1857, L';330;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Chiffres dans AUTEUR | Nom d'auteur connu 'Sartre' dans TITRE;Gustave Flaubert de 1821 à 1857, L';Sartre, Jean-Paul
Etrange Destin De Wangrin, L' - Amadou Hampaté Bâ.epub;Bâ, Amadou Hampaté;Etrange Destin De Wangrin, L';130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Etrange Destin De Wangrin, L';Bâ, Amadou Hampaté
1001 Façons de Mourir - Sébastien Houde.epub;Houde, Sébastien;Façons de Mourir;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Façons de Mourir;Houde, Sébastien
Dumas,Alexandre {père} [-083] Olympe de Cleves - Tome 2 (1851) french.zzz.epub;Dumas,Alexandre;Olympe de Cleves - Tome 2;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Olympe de Cleves - Tome 2;Dumas,Alexandre
Tous n'étaient pas des anges - Joseph Kessel.epub;Kessel, Joseph;Tous n'étaient pas des anges;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Kessel' dans TITRE;Tous n'étaient pas des anges;Kessel, Joseph
Féminine - Emilie Guillaumin.epub;Guillaumin, Emilie;Féminine;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Féminine;Guillaumin, Emilie
Oeuvres de Denis Diderot. Jacques Le Fataliste - Denis Diderot.epub;Diderot, Denis;Oeuvres de Denis Diderot. Jacques Le Fataliste;310;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Diderot' dans TITRE;Oeuvres de Denis Diderot. Jacques Le Fataliste;Diderot, Denis
Marie-Claire suivi de L'atelier de Marie-Claire - Marguerite Audoux.epub;Audoux, Marguerite;Marie-Claire suivi de L'atelier de Marie-Claire;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Marie-Claire suivi de L'atelier de Marie-Claire;Audoux, Marguerite
Affaire Charles Dexter Ward, L' - Howard Phillips Lovecraft.epub;Lovecraft, Howard Phillips;Affaire Charles Dexter Ward, L';290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Lovecraft' dans TITRE;Affaire Charles Dexter Ward, L';Lovecraft, Howard Phillips
Correspondance, Volume 4 _ Janvier 1969 - Décembre 1972 - Guy Debord.epub;Debord, Guy;Décembre 1972;310;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR | Nom d'auteur connu 'Debord' dans TITRE;Décembre 1972;Debord, Guy
Avant, pendant, après - Jean-Marc Parisis.epub;Parisis, Jean-Marc;Avant, pendant, après;240;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Nom d'auteur connu 'Parisis' dans TITRE;Avant, pendant, après;Parisis, Jean-Marc
Tout est brisé - William Boyle.epub;Boyle, William;Tout est brisé;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Boyle' dans TITRE;Tout est brisé;Boyle, William
Cinquième chronique du règne de Nicolas Ier - Patrick Rambaud.epub;Rambaud, Patrick;Cinquième chronique du règne de Nicolas Ier;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Rambaud' dans TITRE;Cinquième chronique du règne de Nicolas Ier;Rambaud, Patrick
Waltari,Mika [] Sinouhé l'Égyptien - Tome 2 (1945) french.Alex.epub;Waltari,Mika;Sinouhé l'Égyptien - Tome 2;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Sinouhé l'Égyptien - Tome 2;Waltari,Mika
Ronde fantastique - Charles Barbara.epub;Barbara, Charles;Ronde fantastique;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Barbara' dans TITRE;Ronde fantastique;Barbara, Charles
Enregistrements Pirates - Philippe Delerm.epub;Delerm, Philippe;Enregistrements Pirates;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Delerm' dans TITRE;Enregistrements Pirates;Delerm, Philippe
Bäckström - Épisode 2 _ Celui qui terrasse le dragon - Leif Gw Persson.epub;Persson, Leif Gw;Épisode 2 _ Celui qui terrasse le dragon;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;Épisode 2 _ Celui qui terrasse le dragon;Persson, Leif Gw
Eléphant - Martin Suter.epub;Suter, Martin;Eléphant;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Eléphant;Suter, Martin
Petit traité invitant à l'art subtil du Go - Georges Perec.epub;Perec, Georges;Petit traité invitant à l'art subtil du Go;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Perec' dans TITRE;Petit traité invitant à l'art subtil du Go;Perec, Georges
Trente cadavres tous les jeudis - Fredric Brown.epub;Brown, Fredric;Trente cadavres tous les jeudis;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Brown' dans TITRE;Trente cadavres tous les jeudis;Brown, Fredric
Visiteurs, Les - Edmond Jaloux.epub;Jaloux, Edmond;Visiteurs, Les;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Visiteurs, Les;Jaloux, Edmond
Corps humain, Le - Paolo Giordano.epub;Giordano, Paolo;Corps humain, Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Corps humain, Le;Giordano, Paolo
Magasin d'antiquités - Tome II, Le - Charles Dickens.epub;Dickens, Charles;Tome II, Le;330;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Dickens' dans TITRE;Tome II, Le;Dickens, Charles
Dernier Des Mohicans, Le - James Fenimore Cooper.epub;Cooper, James Fenimore;Dernier Des Mohicans, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Cooper' dans TITRE;Dernier Des Mohicans, Le;Cooper, James Fenimore
Au chat et à la souris - Patterson James.epub;James, Patterson;Au chat et à la souris;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'James' dans TITRE;Au chat et à la souris;James, Patterson
Jeune fille suppliciée sur une étagère, La - Akira Yoshimura.epub;Yoshimura, Akira;Jeune fille suppliciée sur une étagère, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Yoshimura' dans TITRE;Jeune fille suppliciée sur une étagère, La;Yoshimura, Akira
Embaumeur ou l'odieuse confession de Victor Renard, L' - Isabelle Duquesnoy.epub;Duquesnoy, Isabelle;Embaumeur ou l'odieuse confession de Victor Renard, L';130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Embaumeur ou l'odieuse confession de Victor Renard, L';Duquesnoy, Isabelle
Au-delà de la philosophie universitaire - Arthur Schopenhauer.epub;Schopenhauer, Arthur;Au-delà de la philosophie universitaire;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Schopenhauer' dans TITRE;Au-delà de la philosophie universitaire;Schopenhauer, Arthur
Poupée Pendouillait, La - Robert B. Parker.epub;Parker, Robert B.;Poupée Pendouillait, La;190;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Parker' dans TITRE;Poupée Pendouillait, La;Parker, Robert B.
Europe des Lumières, L' - Pierre-Yves Beaurepaire.epub;Beaurepaire, Pierre-Yves;Europe des Lumières, L';130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Europe des Lumières, L';Beaurepaire, Pierre-Yves
Factotum - Charles Bukowski.epub;Bukowski, Charles;Factotum;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Bukowski' dans TITRE;Factotum;Bukowski, Charles
Mémoires De Barry Lyndon Du Royaume D'Irlande - William Makepeace Thackeray.epub;Thackeray, William Makepeace;Mémoires De Barry Lyndon Du Royaume D'Irlande;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Mémoires De Barry Lyndon Du Royaume D'Irlande;Thackeray, William Makepeace
Savages_ A Novel - Don Winslow.epub;Winslow, Don;Savages_ A Novel;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Winslow' dans TITRE;Savages_ A Novel;Winslow, Don
Éloge de la fesse (French Edition) - Hans-Jürgen Döpp.epub;Döpp, Hans-Jürgen;Éloge de la fesse (French Edition);110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Éloge de la fesse (French Edition);Döpp, Hans-Jürgen
Martin Eden - Jack London.epub;London, Jack;Martin Eden;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'London' dans TITRE;Martin Eden;London, Jack
Précaution - James Fenimore Cooper.epub;Cooper, James Fenimore;Précaution;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Cooper' dans TITRE;Précaution;Cooper, James Fenimore
Théorie de la propriété - Pierre-Joseph Proudhon.epub;Proudhon, Pierre-Joseph;Théorie de la propriété;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Proudhon' dans TITRE;Théorie de la propriété;Proudhon, Pierre-Joseph
Dumas,Alexandre {père} [-065] Joseph Balsamo - Tome 4 (1846) french.zzz.epub;Dumas,Alexandre;Joseph Balsamo - Tome 4;110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Joseph Balsamo - Tome 4;Dumas,Alexandre
Périmètre de sécurité - Michael Pitre.epub;Pitre, Michael;Périmètre de sécurité;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Périmètre de sécurité;Pitre, Michael
Cevdet Bey Et Ses Fils - Orhan Pamuk.epub;Pamuk, Orhan;Cevdet Bey Et Ses Fils;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Pamuk' dans TITRE;Cevdet Bey Et Ses Fils;Pamuk, Orhan
Fantômes et Fantoches - Maurice Renard.epub;Renard, Maurice;Fantômes et Fantoches;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Renard' dans TITRE;Fantômes et Fantoches;Renard, Maurice
Grand B.A.L., Le - Gilles Clément.epub;Clément, Gilles;Grand B.A.L., Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Grand B.A.L., Le;Clément, Gilles
Dans les pas de l’ange - Lisa Szafraniec.epub;Szafraniec, Lisa;Dans les pas de l’ange;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Dans les pas de l’ange;Szafraniec, Lisa
Volonté Et La Fortune, La - Carlos Fuentes.epub;Fuentes, Carlos;Volonté Et La Fortune, La;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Volonté Et La Fortune, La;Fuentes, Carlos
Harry Potter - T01 - Harry Potter à l'École des Sorciers - J.K. Rowling.epub;Rowling, J.K.;Harry Potter à l'École des Sorciers;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Rowling' dans TITRE;Harry Potter à l'École des Sorciers;Rowling, J.K.
A la recherche du temps perdu - Tome II - A l’ombre des jeunes filles en fleurs - Marcel Proust.epub;Proust, Marcel;A l’ombre des jeunes filles en fleurs;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Proust' dans TITRE;A l’ombre des jeunes filles en fleurs;Proust, Marcel
Dans le café de la jeunesse perdue - Patrick Modiano.epub;Modiano, Patrick;Dans le café de la jeunesse perdue;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Modiano' dans TITRE;Dans le café de la jeunesse perdue;Modiano, Patrick
Chasse dans les collines, La - Yasushi Inoue.epub;Inoue, Yasushi;Chasse dans les collines, La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Inoue' dans TITRE;Chasse dans les collines, La;Inoue, Yasushi
Et il ne restera que poussière_ Une enquête de Kay Scarpetta - Patricia Cornwell.epub;Cornwell, Patricia;Et il ne restera que poussière_ Une enquête de Kay Scarpetta;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Cornwell' dans TITRE;Et il ne restera que poussière_ Une enquête de Kay Scarpetta;Cornwell, Patricia
Après la vague (Scripto) (French Edition) - Orianne Charpentier.epub;Charpentier, Orianne;Après la vague (Scripto) (French Edition);110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Après la vague (Scripto) (French Edition);Charpentier, Orianne
Black Note, Le - Tanguy Viel.epub;Viel, Tanguy;Black Note, Le;130;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Article défini en fin d'AUTEUR;Black Note, Le;Viel, Tanguy
Passage - Connie Willis.epub;Willis, Connie;Passage;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Passage;Willis, Connie
Mon frère - Daniel Pennac.epub;Pennac, Daniel;Mon frère;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Pennac' dans TITRE;Mon frère;Pennac, Daniel
DICTIONNAIRE CRITIQUE DE LA COMMUNICATION COFFRET 2 VOLUMES - Lucien Sfez.epub;Sfez, Lucien;DICTIONNAIRE CRITIQUE DE LA COMMUNICATION COFFRET 2 VOLUMES;150;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Chiffres dans AUTEUR;DICTIONNAIRE CRITIQUE DE LA COMMUNICATION COFFRET 2 VOLUMES;Sfez, Lucien
Pot-Bouille_ Les Rougon-Macquart - Émile Zola.epub;Zola, Émile;Pot-Bouille_ Les Rougon-Macquart;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Zola' dans TITRE;Pot-Bouille_ Les Rougon-Macquart;Zola, Émile
Idiot -Tome I, L' - Fyodor Mikhailovich Dostoyevsky.epub;Dostoyevsky, Fyodor Mikhailovich;Idiot -Tome I, L';330;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Mots-clés de titre dans AUTEUR | Nom d'auteur connu 'Dostoyevsky' dans TITRE;Idiot -Tome I, L';Dostoyevsky, Fyodor Mikhailovich
Amants Du Tage, Les - Joseph Kessel.epub;Kessel, Joseph;Amants Du Tage, Les;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'Kessel' dans TITRE;Amants Du Tage, Les;Kessel, Joseph
Peste écarlate (French Edition), La - Jack London.epub;London, Jack;Peste écarlate (French Edition), La;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'London' dans TITRE;Peste écarlate (French Edition), La;London, Jack
Quatre souris vertes - James Patterson.epub;Patterson, James;Quatre souris vertes;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Patterson' dans TITRE;Quatre souris vertes;Patterson, James
Darling Lilly - Michael Connelly.epub;Connelly, Michael;Darling Lilly;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Connelly' dans TITRE;Darling Lilly;Connelly, Michael
Absolution - Patrick Flanery.epub;Flanery, Patrick;Absolution;110;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard;Absolution;Flanery, Patrick
Mrs Dalloway (édition enrichie) (Folio Classique) (French Edition) - Virginia Woolf.epub;Woolf, Virginia;Mrs Dalloway (édition enrichie) (Folio Classique) (French Edition);270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Woolf' dans TITRE;Mrs Dalloway (édition enrichie) (Folio Classique) (French Edition);Woolf, Virginia
Mangeclous - Albert Cohen.epub;Cohen, Albert;Mangeclous;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Cohen' dans TITRE;Mangeclous;Cohen, Albert
Crime de Sylvestre Bonnard, Le - Anatole France.epub;France, Anatole;Crime de Sylvestre Bonnard, Le;290;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Article défini en fin d'AUTEUR | Nom d'auteur connu 'France' dans TITRE;Crime de Sylvestre Bonnard, Le;France, Anatole
Fin De Partie Suivi De Acte Sans Paroles (Mai 1957) - Samuel Beckett.epub;Samuel Beckett;Fin De Partie Suivi De Acte Sans Paroles (Mai 1957);110;CERTAIN;Auteur n'est pas au format standard | Chiffres dans AUTEUR | Mots-clés de titre dans AUTEUR;Fin De Partie Suivi De Acte Sans Paroles (Mai 1957);Samuel Beckett
Cristallisation secrète - Yoko Ogawa.epub;Ogawa, Yoko;Cristallisation secrète;170;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Ogawa' dans TITRE;Cristallisation secrète;Ogawa, Yoko
L’Assommoir - Émile Zola.epub;Zola, Émile;L’Assommoir;270;CERTAIN;Format 'Nom, Prénom' dans le TITRE | Auteur connu trouvé dans le TITRE | Auteur n'est pas au format standard | Nom d'auteur connu 'Zola' dans TITRE;L’Assommoir;Zola, Émile
